gsis_id,name,position,team,height,weight,age,college,player_id,season,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr_x,special_teams_tds,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh
00-0035250,Devin Singletary,RB,NYG,67.0,203.0,27.4,Florida Atlantic,00-0035250,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,113,437.0,4,2.0,2.0,24.0,-11.144816790469909,0,21,24,119.0,0,0.0,0.0,-68.0,178.0,4.0,-11.24154247296974,0,8.674603174603174,0.7328328051625266,-0.37355610992819094,0.8377599307940561,0.0,75.60000000000001,96.60000000000001,15,0.046511627906976744,-0.019063638912251192,0.11938296445338699,0.05451653073066416,0.038901601830663615,0.0,0.0273972602739726,0.025157232704402517,0.019450800915331808,0.031121281464530894,0.23062015503875968,0.09026687598116169
00-0035261,Tony Pollard,RB,TEN,72.0,209.0,27.7,Memphis,00-0035261,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,260,1079.0,5,2.0,2.0,53.0,-27.234153380667273,1,41,57,238.0,0,0.0,0.0,8.0,221.0,9.0,-14.434610426076688,0,6.7513413873708,1.9467315231038826,-0.11747079292537446,2.8378677296080617,0.0,159.70000000000002,200.70000000000002,16,0.11422845691382766,0.0020045101478326235,0.14369310793237972,0.17294629348900759,0.06942823803967328,0.0,0.058823529411764705,0.05172413793103448,0.03471411901983664,0.05554259043173863,0.47695390781563124,0.16858179618990024
00-0035685,David Montgomery,RB,DET,71.0,230.0,27.6,Iowa State,00-0035685,2024,REG,1,1,3.0,1,0.0,0.0,0.0,0,0,3.0,0.0,1.0,1.5191485377727076,0,1.0,0.0,185,775.0,12,2.0,1.0,50.0,-7.8847785938286625,0,36,38,341.0,0,0.0,0.0,-18.0,365.0,16.0,15.918257171709268,0,58.021428571428565,1.269638677144363,-0.03660438600687586,1.8788349455117315,0.0,185.72,221.72,14,0.084070796460177,-0.00600400266844563,0.16735442457588262,0.12130299255550898,0.08861746361746362,0.0,0.08121827411167512,0.06986899563318777,0.04430873180873181,0.0708939708939709,0.754424778761062,0.14851432092811404
00-0035700,Josh Jacobs,RB,GBP,70.0,223.0,26.9,Alabama,00-0035700,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,301,1329.0,15,4.0,3.0,73.0,-18.315335638095753,0,36,43,342.0,1,0.0,0.0,-41.0,403.0,15.0,3.262844723865509,0,-32.39443056943057,1.5253608276419872,-0.20320463196836908,2.145797999085122,0.0,257.1,293.1,17,0.08977035490605428,-0.00979221399570098,0.20902489626556017,0.12682176116252064,0.08682406702208682,0.03571428571428571,0.08771929824561403,0.08040201005025126,0.06126917636818627,0.0766021107605266,0.7139874739039666,0.1950021955211369
00-0036139,Rico Dowdle,RB,DAL,72.0,215.0,26.6,South Carolina,00-0036139,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,235,1079.0,2,3.0,2.0,53.0,-10.528278699356006,0,39,49,249.0,3,0.0,0.0,1.0,272.0,13.0,5.262085687212929,0,11.69957264957265,1.2599274652747954,-0.055088209835577856,1.8513294510272884,0.0,158.8,197.8,16,0.08180300500834725,0.00023046784973496196,0.14071391619244697,0.12288888179230885,0.0646921278254092,0.14285714285714285,0.07262569832402235,0.08,0.10377463534127603,0.08032513083175594,0.41569282136894825,0.15324305060584462
00-0036158,J.K. Dobbins,RB,LAC,70.0,215.0,26.1,Ohio State,00-0036158,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,195,905.0,9,0.0,0.0,47.0,4.240172508865963,0,32,38,153.0,0,0.0,0.0,-44.0,204.0,7.0,-13.866991405793035,0,-0.7087912087912098,1.3811009558802427,-0.2671662029313455,1.8846350917684225,0.0,159.8,191.8,13,0.09718670076726342,-0.012903225806451613,0.15349887133182843,0.13545747050573384,0.05008183306055646,0.0,0.051470588235294115,0.045454545454545456,0.02504091653027823,0.04006546644844517,0.391304347826087,0.1745222929936306
00-0036223,Jonathan Taylor,RB,IND,70.0,226.0,26.0,Wisconsin,00-0036223,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,303,1431.0,11,2.0,0.0,71.0,-21.015317083567027,0,18,31,136.0,1,1.0,0.0,-10.0,150.0,7.0,-11.736475287762005,0,-17.495238095238093,1.0427704290607516,-0.062405889103737525,1.5204715212185111,0.0,228.70000000000002,246.70000000000002,14,0.07635467980295567,-0.0022182786157941437,0.13089005235602094,0.11275739681179818,0.04692891649413389,0.06666666666666667,0.05511811023622047,0.056338028169014086,0.05679779158040028,0.050876466528640446,0.33497536945812806,0.2378702560937982
00-0036275,D'Andre Swift,RB,CHI,69.0,215.0,26.0,Georgia,00-0036275,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,253,959.0,6,1.0,0.0,43.0,-38.92684176869807,0,42,52,386.0,0,1.0,0.0,2.0,405.0,12.0,1.8073432361870143,1,3.148611111111111,1.7187290139840672,0.07248869836579316,2.628835609832156,0.0,172.5,214.5,17,0.09187279151943463,0.0004411116012351125,0.21588486140724947,0.13816207656014004,0.10867117117117117,0.0,0.06976744186046512,0.0625,0.054335585585585586,0.08693693693693694,0.6819787985865724,0.16529498797854633
00-0036328,Antonio Gibson,RB,NEP,72.0,228.0,26.6,Memphis,00-0036328,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,120,538.0,1,2.0,0.0,24.0,-10.650857649656245,0,23,29,206.0,0,0.0,0.0,53.0,213.0,12.0,2.4091973559776187,0,-40.965343915343915,0.9977687684910685,0.17896642527100157,1.621929650426304,0.0,80.4,103.4,17,0.054820415879017016,0.013780551222048881,0.12522045855379188,0.09325506479616463,0.06162129823511816,0.0,0.0718562874251497,0.06486486486486487,0.03081064911755908,0.04929703858809453,0.389413988657845,0.08482919305614807
00-0036414,Cam Akers,RB,MIN,70.0,217.0,25.6,Florida State,00-0036414,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,104,444.0,2,1.0,1.0,21.0,-18.5232545894105,0,14,18,68.0,3,0.0,0.0,-27.0,83.0,4.0,-1.0221885307149088,0,-6.8177655677655675,0.49624555723507296,-0.08834708560682336,0.6825253759278331,0.0,79.2,93.2,15,0.032846715328467155,-0.006348459910651305,0.044125465178096755,0.04419130506417969,0.016267942583732056,0.10344827586206896,0.018957345971563982,0.029166666666666667,0.05985810922290051,0.03370400923939944,0.12408759124087591,0.06587969180745035
00-0036555,Chuba Hubbard,RB,CAR,73.0,210.0,25.6,Oklahoma State,00-0036555,2024,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,250,1195.0,10,1.0,1.0,62.0,9.696877446418444,1,43,54,171.0,1,3.0,2.0,-65.0,245.0,10.0,-22.244035907264333,0,-7.467277167277167,1.7924717524717524,-0.4263025037131407,2.3902958761084303,0.0,198.60000000000002,241.60000000000002,15,0.1115702479338843,-0.01718213058419244,0.18688024408848208,0.15360966743347249,0.05820285908781484,0.058823529411764705,0.07042253521126761,0.06918238993710692,0.05851319424978978,0.05832699315260482,0.35330578512396693,0.22009255547862844
